1,3
2,2
3,0
4,1
5,3
6,2
7,1
8,3
9,0
10,2
11,2
12,3
13,3
14,0
15,2
16,0
17,2
18,3
19,1
20,1
21,2
22,1
23,1
24,0
25,3
26,2
27,0
28,3
29,3
30,2
31,0
32,0
33,2
34,1
35,2
36,1
37,3
38,3
39,0
40,2
41,0
42,3
43,1
44,1
45,0
46,2
47,3
48,2
49,3
50,0
51,2
52,0
53,3
54,1
55,2
56,0
57,0
58,3
59,2
60,1
61,3
62,1
63,1
