1,0
2,3
3,1
4,1
5,0
6,2
7,1
8,0
9,2
10,3
11,0
12,3
13,3
14,0
15,2
16,3
17,0
18,2
19,1
20,2
21,1
22,0
23,1
24,3
25,0
26,2
27,1
28,3
29,3
30,0
31,2
32,2
33,0
34,1
35,1
36,0
37,3
38,3
39,2
40,0
41,2
42,1
43,0
44,1
45,3
46,3
47,2
48,0
49,2
50,0
51,2
52,3
53,0
54,1
55,2
56,0
57,1
58,0
59,2
60,3
61,0
62,3
63,1
